Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
1994,494.0,6183.0,22.93,Pakistan,Maize
2011,832.0,70690.0,8.68,Italy,Maize
1991,74.0,3.0,26.77,Qatar,Wheat
2000,686.0,491.03,25.26,Senegal,Cassava
1990,636.0,39562.0,17.36,Spain,Sweet potatoes
2008,495.0,26857.0,15.75,South Africa,Sweet potatoes
2013,2051.0,909.71,27.41,Jamaica,Potatoes
2009,1761.0,335742.0,18.84,Brazil,Soybeans
2011,1668.0,51796.3,13.32,Japan,Yams
1999,2702.0,1597.0,27.17,Indonesia,Sweet potatoes
2008,867.0,78577.0,11.28,France,Maize
2005,495.0,26857.0,19.74,South Africa,Potatoes
2001,1668.0,78735.45,15.4,Japan,Yams
2008,1996.0,18091.67,19.51,Guatemala,Maize
2004,1083.0,35113.0,25.59,India,"Rice, paddy"
1998,494.0,18406.0,27.89,Pakistan,Maize
1997,494.0,16936.0,18.62,Pakistan,Soybeans
2001,2875.0,39406.48,27.24,Malaysia,Cassava
2002,534.0,26651.0,16.63,Australia,Soybeans
1996,2274.0,2407.0,21.34,Ecuador,Potatoes
2011,2702.0,1597.0,27.19,Indonesia,Soybeans
2013,494.0,0.92,27.38,Pakistan,"Rice, paddy"
1993,346.0,10585.43,16.94,Morocco,Soybeans
2012,832.0,61889.0,8.05,Italy,Sorghum
2011,1712.0,1290.31,26.65,Sri Lanka,Plantains and others
1990,630.0,3469.0,15.94,Kenya,Cassava
2004,534.0,36276.0,17.87,Australia,Soybeans
1993,1522.0,15373.0,6.16,Chile,"Rice, paddy"
1996,1668.0,79821.18,15.2,Japan,Potatoes
1990,1083.0,75000.0,25.25,India,Wheat
2005,1712.0,1742.41,26.73,Sri Lanka,Maize
2010,534.0,42169.39,12.37,Australia,Wheat
2001,92.0,39.09,28.28,Mauritania,"Rice, paddy"
2000,447.0,148.68,12.61,Azerbaijan,Maize
1999,1274.0,150.24,21.01,Burundi,Soybeans
2008,593.0,37640.2,18.47,Turkey,Maize
2013,495.0,26857.0,21.31,South Africa,"Rice, paddy"
2012,2274.0,11469.74,17.46,Ecuador,Maize
2006,282.0,11.87,27.62,Mali,Soybeans
2011,652.0,8189.8,17.67,Greece,Wheat
2006,1761.0,238716.0,24.57,Brazil,Sweet potatoes
1995,447.0,148.68,12.81,Azerbaijan,Potatoes
2000,636.0,34597.0,17.47,Spain,Sweet potatoes
2002,1083.0,42482.56,25.58,India,Sorghum
1998,1083.0,49157.0,26.35,India,Soybeans
2012,593.0,42610.59,14.97,Turkey,"Rice, paddy"
2000,1083.0,44957.52,25.11,India,Sweet potatoes
2012,652.0,8002.2,18.82,Greece,Wheat
1991,636.0,39147.0,11.92,Spain,Sorghum
2000,3240.0,75843.0,26.98,Colombia,"Rice, paddy"
1992,495.0,16582.0,16.48,South Africa,"Rice, paddy"
1996,1761.0,101621.67,17.83,Brazil,Maize
2006,1761.0,238716.0,27.34,Brazil,Sorghum
2008,2274.0,15396.14,21.89,Ecuador,Wheat
2013,1761.0,367778.0,17.57,Brazil,Maize
1999,748.0,93.43,28.45,Burkina Faso,Soybeans
2008,2274.0,15396.14,21.89,Ecuador,Potatoes
1991,1738.0,3134.0,17.15,Peru,Wheat
1994,562.0,23.0,8.84,Armenia,Maize
2000,1668.0,79821.18,15.58,Japan,Soybeans
2011,867.0,61039.0,12.33,France,Soybeans
1993,534.0,23899.0,18.03,Australia,Wheat
2011,1083.0,55540.0,26.0,India,Wheat
2000,1537.0,1576.9,8.54,Switzerland,Potatoes
2013,1761.0,367778.0,17.57,Brazil,Wheat
1994,1110.0,3619.0,9.89,Austria,Potatoes
2006,657.0,3164.45,20.7,Zimbabwe,Sweet potatoes
1998,2702.0,1597.0,25.81,Indonesia,Cassava
2006,494.0,6925.13,25.17,Pakistan,"Rice, paddy"
1998,854.0,14389.0,16.4,Portugal,Maize
1995,2702.0,1597.0,27.08,Indonesia,"Rice, paddy"
2005,494.0,7914.31,27.21,Pakistan,Sweet potatoes
2007,216.0,1062.61,23.92,Iraq,Potatoes
2007,1604.0,918.88,25.49,Cameroon,"Rice, paddy"
1994,59.0,994.0,26.26,Saudi Arabia,Sorghum
1994,591.0,30195.0,18.17,Argentina,Cassava
1991,1513.0,131.0,19.79,Madagascar,Sorghum
2001,1083.0,43720.04,24.76,India,Soybeans
1992,1083.0,70791.0,23.79,India,"Rice, paddy"
2006,1784.0,2265.72,26.14,El Salvador,"Rice, paddy"
2009,1032.0,914.92,21.7,Mozambique,Sorghum
1994,565.0,56914.93,7.98,Ukraine,Soybeans
1998,608.0,3133.5,9.16,Bulgaria,"Rice, paddy"
1994,51.0,4283.0,22.02,Egypt,Sorghum
2002,3240.0,84023.26,27.77,Colombia,Potatoes
1990,608.0,3906.0,9.51,Bulgaria,"Rice, paddy"
1999,2875.0,39406.48,26.95,Malaysia,Sweet potatoes
2011,636.0,53549.0,13.28,Spain,Potatoes
2005,1083.0,35342.0,26.11,India,Potatoes
1990,216.0,692.0,19.76,Iraq,Wheat
1995,1761.0,92967.22,20.61,Brazil,"Rice, paddy"
2006,593.0,27421.0,11.96,Turkey,Potatoes
2007,1668.0,61164.07,15.94,Japan,Yams
2009,686.0,649.88,25.01,Senegal,"Rice, paddy"
2000,1440.0,27.85,26.76,Haiti,Plantains and others
2005,1083.0,35342.0,25.48,India,Cassava
1998,207.0,868.44,19.19,Tunisia,Potatoes
1998,1083.0,49157.0,27.09,India,Potatoes
1996,593.0,30286.0,17.49,Turkey,Wheat
2011,847.0,5740.44,11.69,Belgium,Maize
1992,1020.0,1080.0,21.85,Zambia,Cassava
1995,534.0,25598.0,16.14,Australia,Sweet potatoes
1999,537.0,44293.0,8.29,Canada,Wheat
2010,537.0,61050.0,7.11,Canada,Potatoes
2013,1180.0,88.0,24.13,Uganda,Sweet potatoes
2001,867.0,99694.0,11.37,France,"Rice, paddy"
1996,494.0,11955.0,18.72,Pakistan,Potatoes
1998,1180.0,88.0,23.97,Uganda,Sweet potatoes
2005,1083.0,35342.0,25.77,India,Soybeans
2005,346.0,13966.0,18.18,Morocco,Sweet potatoes
2008,537.0,53707.3,5.01,Canada,Soybeans
1994,1761.0,84312.78,26.05,Brazil,Maize
1996,758.0,34468.93,22.91,Mexico,Sorghum
1992,1187.0,65.8,26.47,Ghana,"Rice, paddy"
1995,383.0,4.44,24.37,Eritrea,Wheat
2008,494.0,4946.79,26.33,Pakistan,Maize
1991,593.0,24343.0,18.94,Turkey,Soybeans
1998,1738.0,4374.0,18.13,Peru,Maize
1994,832.0,81217.6,13.53,Italy,Potatoes
2005,1110.0,3404.0,8.6,Austria,Maize
2011,1410.0,6316.61,26.79,Dominican Republic,Maize
2008,537.0,53707.3,7.5,Canada,Maize
1990,1180.0,72.0,23.36,Uganda,Sweet potatoes
1999,2274.0,14216.0,21.43,Ecuador,Wheat
1997,1761.0,110276.11,20.77,Brazil,"Rice, paddy"
1992,1761.0,67003.89,24.24,Brazil,Maize
1998,691.0,676.63,8.34,Tajikistan,Soybeans
2013,2274.0,6471.77,17.28,Ecuador,Plantains and others
2006,1083.0,37423.0,26.39,India,Potatoes
2001,1761.0,151523.0,27.69,Brazil,Wheat
2011,1622.0,87191.0,27.56,Thailand,Sorghum
1992,593.0,27110.0,9.06,Turkey,Soybeans
2007,593.0,48715.51,12.91,Turkey,Maize
2013,1274.0,956.06,21.53,Burundi,Potatoes
2011,1083.0,55540.0,25.36,India,Sorghum
2010,2274.0,31637.12,21.98,Ecuador,Soybeans
1998,1522.0,15373.0,13.19,Chile,"Rice, paddy"
1997,1622.0,23960.0,28.01,Thailand,Sorghum
1995,1761.0,92967.22,18.27,Brazil,Sweet potatoes
1992,2041.0,687.86,23.81,Mauritius,Cassava
1993,758.0,34468.93,22.11,Mexico,Wheat
2011,593.0,39534.43,13.65,Turkey,Potatoes
2013,1414.0,761.97,3.5,Norway,Wheat
2001,1032.0,26.05,21.94,Mozambique,Wheat
2006,2274.0,7953.42,22.31,Ecuador,Sweet potatoes
2001,534.0,32710.0,14.18,Australia,Sweet potatoes
2004,1712.0,1733.07,26.64,Sri Lanka,Maize
2011,2274.0,17529.44,22.11,Ecuador,Plantains and others
2000,495.0,26857.0,15.13,South Africa,Sweet potatoes
1995,383.0,4.44,24.37,Eritrea,Maize
1994,1083.0,61357.0,26.03,India,Sorghum
1990,1414.0,1183.0,4.55,Norway,Wheat
1993,1083.0,66388.0,25.06,India,Potatoes
2004,1083.0,35113.0,24.69,India,Soybeans
1995,207.0,909.0,19.22,Tunisia,Wheat
2008,1083.0,14485.33,25.88,India,Cassava
2010,494.0,2968.44,23.75,Pakistan,"Rice, paddy"
1995,1342.0,22.87,25.5,Central African Republic,Yams
1998,2702.0,1597.0,27.28,Indonesia,Potatoes
1999,748.0,93.43,28.45,Burkina Faso,"Rice, paddy"
1999,1083.0,46195.0,25.29,India,Soybeans
1998,832.0,84117.0,7.77,Italy,Soybeans
2007,216.0,1062.61,20.12,Iraq,Potatoes
1993,661.0,1221.0,19.14,Lebanon,Wheat
2006,1761.0,238716.0,18.47,Brazil,Soybeans
2001,1761.0,151523.0,26.08,Brazil,"Rice, paddy"
1994,346.0,10992.57,17.88,Morocco,Sorghum
1991,92.0,39.09,27.38,Mauritania,"Rice, paddy"
2004,1083.0,35113.0,26.64,India,Soybeans
1991,867.0,103434.0,10.6,France,Potatoes
2011,591.0,100424.62,17.58,Argentina,Sorghum
2005,1761.0,232232.0,27.6,Brazil,Sorghum
1998,1083.0,49157.0,27.09,India,Wheat
2002,618.0,8306.31,7.34,Belarus,Maize
2001,3142.0,105.0,25.43,Papua New Guinea,Yams
1991,1274.0,92.08,20.97,Burundi,Sorghum
2001,1083.0,43720.04,25.86,India,Maize
1999,534.0,34200.0,16.77,Australia,Sorghum
2013,282.0,1.52,28.53,Mali,Cassava
1999,383.0,22.28,24.68,Eritrea,Sorghum
1995,151.0,62.0,29.56,Niger,Wheat
2012,1083.0,52980.0,25.82,India,Maize
1999,1410.0,5398.0,26.62,Dominican Republic,Maize
1996,758.0,34468.93,17.2,Mexico,Sweet potatoes
2001,2702.0,1597.0,27.52,Indonesia,Cassava
2009,1083.0,28707.01,26.55,India,Sorghum
1991,1761.0,58349.44,27.21,Brazil,Soybeans
1991,494.0,5962.0,25.87,Pakistan,Wheat
2001,1110.0,3132.2,8.75,Austria,Maize
2006,250.0,3926.27,3.88,Kazakhstan,Soybeans
1991,608.0,3906.0,8.14,Bulgaria,Maize
2007,2051.0,909.71,27.61,Jamaica,Plantains and others
1996,1712.0,1654.41,26.38,Sri Lanka,Potatoes
2007,1083.0,27422.77,27.55,India,Maize
1994,1212.0,157.8,19.55,Rwanda,Sorghum
2013,1020.0,1670.0,20.14,Zambia,Cassava
2011,494.0,1979.27,19.53,Pakistan,Wheat
2013,346.0,13697.0,18.79,Morocco,Soybeans
2010,534.0,42169.39,18.0,Australia,Soybeans
1995,1300.0,2413.02,16.66,Uruguay,Wheat
2009,847.0,5496.04,11.0,Belgium,Potatoes
2012,1410.0,6316.61,26.84,Dominican Republic,Sweet potatoes
1998,282.0,22.05,28.08,Mali,Cassava
1990,1212.0,157.0,19.39,Rwanda,Soybeans
2009,250.0,8716.14,6.77,Kazakhstan,Potatoes
1995,758.0,34468.93,19.87,Mexico,Potatoes
2005,636.0,41017.0,16.69,Spain,Sweet potatoes
2012,600.0,21885.99,8.48,Poland,Wheat
1996,3142.0,105.0,25.41,Papua New Guinea,"Rice, paddy"
2010,1522.0,9830.72,12.69,Chile,Maize
2010,1292.0,268.2,24.77,Bahamas,Sweet potatoes
2012,1083.0,52980.0,25.98,India,"Rice, paddy"
1990,2387.0,289.9,27.07,Guyana,"Rice, paddy"
2000,1761.0,140423.0,25.35,Brazil,Cassava
1991,1668.0,79821.18,15.49,Japan,Yams
2005,1537.0,1388.3,7.49,Switzerland,Soybeans
1993,832.0,89282.2,12.71,Italy,Maize
2013,788.0,62.32,14.03,Lesotho,Wheat
2011,1410.0,6316.61,26.79,Dominican Republic,Plantains and others
2004,562.0,204.77,9.55,Armenia,Wheat
2001,494.0,11871.0,23.62,Pakistan,Maize
2008,593.0,37640.2,18.47,Turkey,Sorghum
2007,1410.0,5689.8,27.08,Dominican Republic,Sorghum
2012,1761.0,346583.0,28.21,Brazil,Yams
2004,589.0,9940.5,10.37,Hungary,Wheat
2011,630.0,1578.0,16.9,Kenya,Soybeans
1992,1342.0,0.04,24.81,Central African Republic,Plantains and others
2004,495.0,26857.0,15.49,South Africa,Sorghum
2001,2041.0,603.16,24.49,Mauritius,Potatoes
2001,1410.0,7182.0,26.8,Dominican Republic,Yams
1993,758.0,34468.93,21.04,Mexico,Maize
2002,593.0,27915.0,18.18,Turkey,"Rice, paddy"
2005,1761.0,232232.0,18.53,Brazil,Sweet potatoes
2001,1110.0,3132.2,8.75,Austria,Potatoes
2013,758.0,59920.18,17.34,Mexico,Sweet potatoes
1996,2702.0,1597.0,27.2,Indonesia,Cassava
2005,3240.0,117881.45,27.56,Colombia,Soybeans
2002,1668.0,70262.54,16.0,Japan,Potatoes
1993,250.0,17182.0,1.63,Kazakhstan,Soybeans
1993,1083.0,66388.0,26.32,India,"Rice, paddy"
2006,1440.0,27.85,27.41,Haiti,Potatoes
1990,2274.0,2537.0,22.12,Ecuador,Sorghum
2005,636.0,41017.0,16.69,Spain,Maize
1996,1410.0,3493.0,26.29,Dominican Republic,"Rice, paddy"
1991,637.0,19898.0,10.55,Romania,"Rice, paddy"
1996,495.0,19508.0,15.23,South Africa,Sorghum
2007,2274.0,14156.16,21.99,Ecuador,Soybeans
1992,565.0,66772.0,8.07,Ukraine,Soybeans
2010,2280.0,12242.19,27.01,Nicaragua,Cassava
2012,832.0,61889.0,8.05,Italy,Sweet potatoes
1994,1220.0,33929.0,10.48,United Kingdom,Potatoes
1991,686.0,384.0,25.0,Senegal,"Rice, paddy"
2000,1996.0,9665.14,19.47,Guatemala,Sorghum
1990,1761.0,49695.0,18.47,Brazil,Yams
2012,1083.0,52980.0,25.09,India,Potatoes
1991,686.0,384.0,25.0,Senegal,Sorghum
2000,89.0,603.67,17.9,Algeria,Potatoes
2008,2041.0,781.32,24.19,Mauritius,Cassava
2013,700.0,43756.1,10.12,Germany,Wheat
1990,1083.0,75000.0,26.36,India,Potatoes
1995,1083.0,61257.0,25.24,India,Cassava
1998,1083.0,49157.0,25.77,India,Cassava
1992,593.0,27110.0,9.06,Turkey,"Rice, paddy"
2007,832.0,80454.0,13.32,Italy,"Rice, paddy"
1993,494.0,4945.0,25.04,Pakistan,Wheat
1993,593.0,28042.0,18.82,Turkey,Wheat
2011,758.0,65961.1,19.83,Mexico,Soybeans
2002,1083.0,42482.56,26.15,India,Sorghum
1992,1083.0,70791.0,27.24,India,Cassava
1998,534.0,37215.0,18.05,Australia,Sweet potatoes
2009,1668.0,60970.8,15.93,Japan,Potatoes
1990,216.0,692.0,19.76,Iraq,Maize
2000,591.0,63265.78,16.98,Argentina,Maize
2005,1083.0,35342.0,26.83,India,Sorghum
2010,3240.0,48618.46,22.68,Colombia,Plantains and others
1998,534.0,37215.0,18.05,Australia,Sorghum
1991,1668.0,79821.18,15.49,Japan,Maize
2000,2702.0,1597.0,27.23,Indonesia,Soybeans
2011,250.0,10656.6,2.67,Kazakhstan,Soybeans
1999,854.0,15411.0,16.09,Portugal,Potatoes
2001,1761.0,151523.0,25.59,Brazil,Sorghum
1996,1604.0,180.08,25.0,Cameroon,Yams
2001,832.0,75978.0,13.23,Italy,Sweet potatoes
2012,593.0,42610.59,12.71,Turkey,Maize
1998,1976.0,3495.0,25.37,Honduras,Sweet potatoes
2000,1083.0,44957.52,26.49,India,Maize
2009,89.0,3867.99,17.78,Algeria,Maize
2000,1761.0,140423.0,25.71,Brazil,Sweet potatoes
2001,51.0,5039.0,22.33,Egypt,Maize
2004,593.0,28831.0,19.48,Turkey,Potatoes
2000,494.0,27885.0,23.6,Pakistan,Soybeans
1990,1083.0,75000.0,25.12,India,Cassava
1994,1113.0,3046.67,11.33,Croatia,Maize
1990,2702.0,2432.0,27.05,Indonesia,Soybeans
2006,1668.0,65248.26,15.43,Japan,Maize
2011,2274.0,17529.44,17.42,Ecuador,"Rice, paddy"
1997,1976.0,6980.0,25.03,Honduras,Plantains and others
1998,1187.0,297.78,27.28,Ghana,Plantains and others
2009,867.0,63676.0,11.46,France,Soybeans
2007,657.0,3199.63,20.75,Zimbabwe,"Rice, paddy"
2011,1761.0,345026.0,27.36,Brazil,Sweet potatoes
1992,282.0,35.42,27.2,Mali,Yams
2004,1118.0,2978.49,9.77,Ireland,Potatoes
2009,1761.0,335742.0,26.3,Brazil,Sorghum
2011,1083.0,55540.0,26.0,India,Soybeans
1992,2666.0,1453.0,25.86,Bangladesh,Potatoes
1994,1118.0,2014.0,9.13,Ireland,Potatoes
1995,1761.0,92967.22,26.05,Brazil,"Rice, paddy"
2013,691.0,264.6,10.1,Tajikistan,"Rice, paddy"
2002,1083.0,42482.56,25.07,India,Cassava
1990,1622.0,18849.0,27.96,Thailand,Cassava
2005,2702.0,1597.0,27.44,Indonesia,Potatoes
1991,1083.0,72133.0,25.74,India,Potatoes
2002,1083.0,42482.56,24.91,India,Sorghum
1997,1732.0,3249.0,12.77,New Zealand,Wheat
1993,600.0,8825.0,7.67,Poland,Potatoes
2009,1976.0,4344.36,24.77,Honduras,Wheat
2010,758.0,63402.29,19.62,Mexico,Wheat
1994,656.0,713.0,6.3,Lithuania,Potatoes
1996,630.0,6344.0,16.44,Kenya,Cassava
2002,1083.0,42482.56,27.03,India,Wheat
2012,216.0,1979.27,24.34,Iraq,Wheat
2001,494.0,11871.0,27.28,Pakistan,Sweet potatoes
1990,1761.0,49695.0,18.47,Brazil,Wheat
2007,758.0,64501.28,19.7,Mexico,Soybeans
1995,2666.0,1702.0,26.09,Bangladesh,Potatoes
2007,1083.0,27422.77,25.95,India,Soybeans
2009,2702.0,1597.0,27.63,Indonesia,Cassava
1998,494.0,18406.0,23.11,Pakistan,Potatoes
2008,1410.0,5409.43,26.56,Dominican Republic,"Rice, paddy"
2007,1761.0,304031.0,19.05,Brazil,Cassava
1995,537.0,32223.4,4.81,Canada,Maize
1997,1083.0,52279.0,27.47,India,Wheat
2002,1738.0,8322.88,17.44,Peru,Sorghum
1999,758.0,34468.93,16.09,Mexico,Wheat
2005,1976.0,3666.21,24.77,Honduras,Plantains and others
2002,1212.0,106.34,19.77,Rwanda,Sorghum
1998,1083.0,49157.0,26.27,India,Sweet potatoes
2010,3142.0,105.0,25.74,Papua New Guinea,Cassava
2013,1342.0,22.87,25.69,Central African Republic,Maize
2012,1083.0,52980.0,25.82,India,Wheat
2009,1500.0,209.52,15.91,Nepal,Wheat
2012,1083.0,52980.0,25.98,India,Sweet potatoes
2004,1761.0,214725.0,20.05,Brazil,Sweet potatoes
2005,637.0,7565.7,11.25,Romania,Wheat
2001,1083.0,43720.04,27.56,India,Wheat
2002,1083.0,42482.56,25.76,India,Cassava
2007,600.0,18721.0,9.32,Poland,Soybeans
1996,2274.0,2407.0,17.23,Ecuador,Plantains and others
2007,2274.0,14156.16,21.99,Ecuador,Plantains and others
1997,1500.0,80.75,14.5,Nepal,"Rice, paddy"
2012,151.0,21.37,29.61,Niger,Sorghum
2007,1180.0,88.0,23.68,Uganda,Maize
2006,2875.0,39406.48,27.29,Malaysia,Cassava
2006,1651.0,376.19,27.2,Guinea,Sweet potatoes
2013,494.0,0.92,19.98,Pakistan,Sweet potatoes
2008,1761.0,312637.0,20.22,Brazil,Sorghum
2000,636.0,34597.0,17.47,Spain,"Rice, paddy"
2010,2041.0,731.46,24.67,Mauritius,Potatoes
2002,1784.0,2388.47,26.12,El Salvador,Potatoes
2009,534.0,38065.68,12.87,Australia,Potatoes
2010,593.0,38554.69,21.02,Turkey,Soybeans
2009,1668.0,60970.8,15.93,Japan,Sweet potatoes
1999,1668.0,79821.18,13.78,Japan,Sweet potatoes
1992,1083.0,70791.0,25.41,India,"Rice, paddy"
2012,1212.0,925.52,19.79,Rwanda,Maize
1998,636.0,35070.0,17.46,Spain,"Rice, paddy"
2006,1212.0,288.72,20.02,Rwanda,Sweet potatoes
1991,832.0,88916.6,7.28,Italy,Sweet potatoes
2009,758.0,61690.08,20.32,Mexico,Potatoes
1994,1440.0,8.58,27.28,Haiti,Cassava
1995,3240.0,20156.23,22.27,Colombia,Potatoes
1994,636.0,31244.0,12.45,Spain,Maize
2002,1761.0,145552.0,25.18,Brazil,Sorghum
2004,657.0,3094.08,20.31,Zimbabwe,Soybeans
1992,1522.0,15373.0,12.93,Chile,Wheat
2008,494.0,4946.79,26.33,Pakistan,Sweet potatoes
2002,151.0,29.44,29.71,Niger,Wheat
2010,250.0,6283.85,2.95,Kazakhstan,Wheat
1994,2274.0,2670.0,21.8,Ecuador,Wheat
2007,1761.0,304031.0,27.32,Brazil,"Rice, paddy"
1997,636.0,34023.0,17.66,Spain,Wheat
2013,600.0,22204.46,9.32,Poland,Maize
1997,1180.0,88.0,24.04,Uganda,Potatoes
1997,691.0,751.31,8.69,Tajikistan,"Rice, paddy"
1993,589.0,10197.0,10.22,Hungary,Wheat
2013,241.0,82.0,12.87,Montenegro,Potatoes
1999,494.0,20450.0,27.14,Pakistan,"Rice, paddy"
2007,1738.0,9011.14,16.68,Peru,Cassava
2000,1668.0,79821.18,15.92,Japan,Potatoes
2001,657.0,2988.54,20.86,Zimbabwe,Potatoes
1998,495.0,24304.0,19.42,South Africa,Sweet potatoes
2002,2702.0,1597.0,27.01,Indonesia,"Rice, paddy"
1991,652.0,7420.0,17.07,Greece,Maize
2002,1083.0,42482.56,26.49,India,Cassava
2007,494.0,5935.96,27.69,Pakistan,Wheat
2012,1083.0,52980.0,26.33,India,Soybeans
1995,1292.0,484.59,25.44,Bahamas,Cassava
2012,537.0,73508.9,7.85,Canada,Potatoes
1992,1083.0,70791.0,25.58,India,Potatoes
1995,1083.0,61257.0,26.13,India,Sweet potatoes
1996,1083.0,56114.0,26.64,India,Sweet potatoes
1997,1784.0,3164.62,26.48,El Salvador,Cassava
2008,2387.0,234.27,27.31,Guyana,Sweet potatoes
2006,416.0,17.0,18.97,Botswana,Maize
2004,1761.0,214725.0,27.24,Brazil,Yams
2004,1761.0,214725.0,27.72,Brazil,Sorghum
2008,1761.0,312637.0,20.22,Brazil,Sweet potatoes
1997,1212.0,249.0,19.78,Rwanda,"Rice, paddy"
1995,1761.0,92967.22,26.05,Brazil,Yams
2011,1761.0,345026.0,25.89,Brazil,Wheat
2012,2274.0,11469.74,17.46,Ecuador,Potatoes
2011,1083.0,55540.0,25.06,India,"Rice, paddy"
2009,1220.0,21324.22,8.64,United Kingdom,Potatoes
2009,1761.0,335742.0,18.84,Brazil,Wheat
2012,1083.0,52980.0,26.33,India,Wheat
1993,282.0,33.19,27.55,Mali,Soybeans
2002,1996.0,10381.71,19.93,Guatemala,Wheat
1997,778.0,10568.0,10.03,Netherlands,Potatoes
2012,1083.0,52980.0,26.89,India,Sorghum
2001,537.0,38456.0,7.77,Canada,Potatoes
2006,1083.0,37423.0,26.37,India,Wheat
2004,618.0,8306.31,6.49,Belarus,Wheat
2009,1113.0,2070.0,11.06,Croatia,Potatoes
2013,250.0,8738.38,5.49,Kazakhstan,Sorghum
2013,1220.0,17673.46,9.91,United Kingdom,Potatoes
2013,1414.0,761.97,3.5,Norway,Potatoes
2010,1761.0,342580.0,27.56,Brazil,Yams
2008,447.0,262.99,12.3,Azerbaijan,Wheat
1994,1513.0,76.15,19.96,Madagascar,"Rice, paddy"
2001,1083.0,43720.04,25.82,India,Soybeans
1994,758.0,34468.93,25.05,Mexico,Cassava
1990,494.0,5299.0,24.81,Pakistan,Potatoes
1996,1162.0,953.0,9.24,Slovenia,Maize
2005,1342.0,22.87,25.92,Central African Republic,Sorghum
1995,1761.0,92967.22,18.27,Brazil,Sorghum
2009,1761.0,335742.0,20.78,Brazil,Soybeans
2010,1996.0,14898.25,19.85,Guatemala,Maize
2010,56.0,3548.0,20.51,Libya,Wheat
2011,1083.0,55540.0,27.02,India,Sorghum
1999,593.0,33089.0,11.69,Turkey,Soybeans
1993,216.0,692.0,22.86,Iraq,Sorghum
2001,1083.0,43720.04,26.32,India,Soybeans
1992,758.0,34468.93,24.87,Mexico,"Rice, paddy"
1999,1010.0,40.0,24.37,Angola,Cassava
1998,1761.0,118930.56,26.63,Brazil,Wheat
1990,1410.0,4971.0,26.67,Dominican Republic,Potatoes
1991,1761.0,58349.44,25.57,Brazil,Potatoes
1993,1668.0,79821.18,14.93,Japan,Yams
1993,1083.0,66388.0,27.07,India,Maize
2010,565.0,62534.6,8.97,Ukraine,Maize
2002,1732.0,4170.0,13.28,New Zealand,Potatoes
2000,565.0,27343.71,8.82,Ukraine,Sorghum
2001,1083.0,43720.04,24.5,India,Potatoes
1999,494.0,20450.0,19.84,Pakistan,Soybeans
2004,1761.0,214725.0,18.75,Brazil,"Rice, paddy"
2002,1522.0,12047.63,12.95,Chile,Wheat
2012,495.0,26857.0,15.89,South Africa,Wheat
1998,1083.0,49157.0,26.12,India,Potatoes
1996,758.0,34468.93,25.06,Mexico,Wheat
2011,1162.0,1121.91,11.02,Slovenia,Soybeans
1993,1732.0,3489.0,12.35,New Zealand,Potatoes
1999,593.0,33089.0,13.02,Turkey,Wheat
1996,537.0,35240.8,6.88,Canada,Maize
1995,494.0,7681.0,24.58,Pakistan,Maize
1992,1083.0,70791.0,25.91,India,"Rice, paddy"
2004,1300.0,9017.73,17.22,Uruguay,Sorghum
1998,1220.0,35422.0,8.56,United Kingdom,Potatoes
1993,494.0,4945.0,27.25,Pakistan,Sweet potatoes
2013,1761.0,367778.0,17.84,Brazil,Soybeans
2009,534.0,38065.68,18.18,Australia,Sweet potatoes
2012,346.0,13697.0,18.24,Morocco,Sorghum
2004,250.0,3802.92,7.52,Kazakhstan,Sorghum
1999,2274.0,14216.0,17.02,Ecuador,Sweet potatoes
2007,1083.0,27422.77,25.82,India,Potatoes
2000,1083.0,44957.52,26.05,India,Maize
2002,2274.0,1302.49,22.47,Ecuador,Sweet potatoes
2010,1996.0,14898.25,19.85,Guatemala,Soybeans
2001,1522.0,13156.09,13.16,Chile,Potatoes
1998,758.0,34468.93,25.14,Mexico,Cassava
2002,494.0,10881.83,25.61,Pakistan,Wheat
2006,1500.0,128.73,15.92,Nepal,Wheat
1991,1083.0,72133.0,25.49,India,Maize
2011,1761.0,345026.0,21.74,Brazil,Wheat
1994,1410.0,4971.0,26.64,Dominican Republic,Cassava
2006,593.0,27421.0,11.96,Turkey,Maize
2006,2274.0,7953.42,22.09,Ecuador,Potatoes
1990,686.0,384.0,25.13,Senegal,Potatoes
2001,1300.0,4433.04,17.61,Uruguay,"Rice, paddy"
2000,2702.0,1597.0,27.23,Indonesia,"Rice, paddy"
1997,1118.0,2201.0,9.95,Ireland,Potatoes
2005,1083.0,35342.0,25.4,India,Maize
1993,636.0,29408.0,16.28,Spain,Sweet potatoes
1997,1485.0,376.93,15.9,Albania,Soybeans
1990,151.0,62.0,29.71,Niger,Sweet potatoes
1993,1083.0,66388.0,25.75,India,Cassava
2008,758.0,61732.11,16.22,Mexico,Maize
2007,1212.0,398.11,19.6,Rwanda,"Rice, paddy"
2002,1187.0,89.88,26.92,Ghana,Sweet potatoes
1997,1513.0,139.89,19.97,Madagascar,Sweet potatoes
1999,1342.0,22.87,25.05,Central African Republic,Cassava
1990,51.0,13214.0,21.6,Egypt,Maize
1990,59.0,994.0,25.7,Saudi Arabia,Potatoes
1991,1083.0,72133.0,25.74,India,Sweet potatoes
2012,1410.0,6316.61,26.84,Dominican Republic,Yams
2001,346.0,13842.57,18.73,Morocco,Soybeans
